=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 3, Norm bitsize: 193, Iterations: 500
GRAM prealloc (Phase 2 candidate B): OFF
GRAM fp       (Phase 2 candidate C): ON

Generating 500 random ideal lattice pairs (bitsize=193)...
Mode: alg2
  Set 1: 1968.66 ms
  Set 2: 1970.06 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
239  |   194 |    3277 |    5361     386    5361 |     771     386     771 |    0.2   13.2    2.8
240  |   193 |    3263 |    5355     384    5355 |     768     384     768 |    0.1    9.5    2.4
241  |   193 |    2491 |    5356     384    5356 |     769     384     769 |    0.1    9.7    2.3
242  |   194 |    3271 |    5341     383    5341 |     769     383     769 |    0.1   12.5    2.8
243  |   194 |    3236 |    4582     384    4582 |     767     384     767 |    0.1    9.7    2.4
244  |   194 |    3278 |    5371     386    5371 |     771     386     771 |    0.1   13.1    2.8
245  |   194 |    3268 |    5352     384    5352 |     768     384     768 |    0.1   12.4    2.7
246  |   194 |    2297 |    5374     385    5374 |     771     385     771 |    0.2   12.5    2.7
247  |   194 |    2117 |    5373     385    5373 |     771     385     771 |    0.1   12.3    2.7
248  |   194 |    2669 |    4591     383    4591 |     768     384     768 |    0.1    9.0    2.3
249  |   194 |    3278 |    5363     385    5363 |     769     385     769 |    0.1   13.0    2.8
250  |   194 |    3266 |    5340     384    5340 |     769     384     769 |    0.1   12.8    2.8
251  |   194 |    3285 |    5372     386    5372 |     771     386     771 |    0.1   12.5    2.7
252  |   192 |    3243 |    4589     383    4589 |     766     383     766 |    0.1    9.6    2.4
253  |   194 |    3284 |    5380     385    5380 |     770     385     770 |    0.1   12.3    2.7
254  |   193 |    2271 |    4594     383    4594 |     766     383     766 |    0.1    9.1    2.4
255  |   194 |    3283 |    5367     386    5367 |     772     386     772 |    0.2   12.1    2.6
256  |   193 |    3261 |    5357     385    5357 |     769     385     769 |    0.1   12.6    2.8
257  |   194 |    3285 |    5377     385    5377 |     770     385     770 |    0.1   13.3    2.8
258  |   194 |    3262 |    5347     384    5347 |     767     384     767 |    0.1   12.6    2.8
259  |   194 |    3280 |    5365     385    5365 |     770     385     770 |    0.1   12.9    2.7
